title|description|releaseYear|rating|genre|coverImage
Love Island|"A pregnant French woman lives in Sarajevo with her Bosnian husband and their daughter. They vacation at a Croatian island, where things get complicated when they all become attracted to a beautiful woman."|2014|4||https://image.tmdb.org/t/p/w500/7uaHwn2xZeY103SgLAKw3lvQFqz.jpg
